customer_unique_id,total_spending,products_number,customers_number
fe810d4870b11964c5d0ae1817aaa97b,192.0,1,1
9dddffdd447ab3aa654122a6a1049906,186.0,1,1
d8bee9ec375c3a0f9ef8ed7456a51dcd,183.29,1,1
0d8813732f25d4185df8c792dafe28c8,179.85,1,1
ab3ae2b67d11f63dfd9ee1899afda3e4,177.0,1,1
14b79aa03b656dbd7c3abdbecbcab862,177.0,1,1
b7da10f6d11e0b62cddf30186578200d,176.99,1,1
7cbf4e7c9f78c6855c9c0caec1a50e38,174.4,1,1
9fd7e4635ba52782e24a3faad8753eef,174.4,1,1
6ad46014a4203440c38e3dbf7aedf51c,168.0,6,1
bf4023e50a4a19e09b7200e861af76c6,166.4,2,1
6b5fa65642acb463c835ef79de54c1ae,164.99,1,1
e819069612699e215127ae14289c413c,164.89,1,1
f27f6f093a0769b96f8f80a445c9fba6,149.99,1,1
523730e4b2ef7654c243699b81763112,149.9,1,1
0de3f5cbeaedc8f981622dcefce0686f,143.8,1,1
73252a53d6a47f20fa67b7a56f7771f5,139.99,1,1
a427a6c44aec3df75fbbf7da7ce3b178,139.99,1,1
a996968a17a2817d8adc4209d42ee72d,139.99,1,1
a5915d92773335107130a2d1e0c5a91e,139.99,1,1
57c7328718a984a6d070841c93386322,139.9,1,1
5045da01402baca564e8d4fe5f74a968,139.9,1,1
e2c8e74f4e59280c388ac4e3ebd90933,139.8,2,1
0c25f212bf983792b82adf65645918f4,139.0,1,1
ed8d3a85dcebf694f8dde843f3cef35a,137.99,1,1
b85aeee30d059f6d59decd7ea19c12da,135.9,1,1
9a6a08ddde38a6a1a71b918e0840d4d5,130.0,1,1
02251550f4d16aca44ce66e4263c0522,129.99,1,1
9e51b7aa58099f4e2a91f93968c15377,129.99,1,1
a664475b319be56b8b754e8bdad7615d,129.99,1,1
43b1465a233a9c1c822dbc043a864e2b,129.99,1,1
06058fe38c88d8d03a06ebaa6fb68aad,129.99,1,1
b5ccc57b179210bda569df984bdf7df3,129.99,1,1
5775e893a4aeb1c749e1c5afa731735d,128.9,1,1
eafe35709d25fa19c1ac63692d5c293f,128.9,1,1
29cde91fa14abca6b723ec94c18c2a59,127.9,1,1
1842d12ff8f27b3e8a95f5a98a14dfb3,126.99,1,1
9eb6958dbab7b4136d22e411cfa8ff03,124.80000000000001,2,1
46ff58bc972f26ff6132f8e3c2b0215c,119.99,1,1
4b5f998cce2788f75444c20bd6a3d065,119.99,1,1
3315424c3588a42098b6b37a78aed0a4,119.9,1,1
e5d285d676edd47600c0df873fb8310a,119.9,1,1
83822098b0d5345dc6cb790a224c4492,119.0,2,1
0ac4d05bbe5f9dd1011eeadba1e76955,117.0,3,1
b148eb59c3088eaa91342b43111fc174,113.0,1,1
f188bcfdf0d853ae624280116fd6009e,113.0,1,1
c40388c86f0334d1d69f33fc43322a8c,110.0,1,1
90903e514222249170252e90f6b358fa,109.99,1,1
71683fbf22478b08ea6f36050eb0994d,109.99,1,1
5b2339965459982f42b6fda1b13a27b4,105.9,1,1
c0701622a849e0f0e05461f9c2c427f0,105.0,3,1
6f01b9ac4c9a8eefc69b60aa64325a12,99.99,1,1
1beb7538ce743db62750b0f52a698864,99.9,1,1
e99d46b5ce67a88cb8d7d5225edde938,99.9,1,1
32203277565d5e9a28b9f0da4ed32698,99.9,1,1
14b24293371e96bdb40f996ad4067cce,99.9,1,1
6ec09595e0817c04ed4844f143251a69,99.0,1,1
d6d67261f2634cdf9ec293cd765c8479,99.0,1,1
c3662e23d896956c1084e3160c03fed4,98.9,1,1
3720ce768cc8e7b9a23fcb794ac67179,91.71,1,1
60cf7bedff25cf587405fb4eceab96cd,89.99,1,1
363e10681301da394e9e505ea41c6e50,89.9,1,1
a696ba5db33cf4835a04dd5965a86781,89.9,1,1
c40388c86f0334d1d69f33fc43322a8c,89.8,2,1
c8bc38379b2217871ffd56f27cebda40,89.57,1,1
9394f9f2e04e9d3316d930eb8f49f7cd,87.99,1,1
d9643e0f17a9f63e44217990f46a96f9,87.9,1,1
9b408f12da0705a93d8e83f59b84f60e,81.8,1,1
cbc4f49aae539ccc7305e0c700a8eda4,79.99,1,1
c4601f3d0e8da101aeba12d2ed530285,79.98,2,1
334deb4a736eacb94c6305e4e8278d54,79.9,1,1
17225933796c17da3f4e3d73ef87550e,79.9,1,1
9e9715e2dea5a3eb18d4e21f7d91a8ee,74.9,1,1
1b9c191439df93697089504c628ca951,72.9,1,1
9980b713c602b47b07150683862c49d6,69.99,1,1
2e43e031f10de28e557c35ef668f9396,69.9,1,1
2a371d6666ff3a5b688a6e353fb83542,69.9,1,1
6709a7ea04a5251937e8def213bd93e8,69.9,1,1
753edf44d14afd72110c66fb22b69c91,66.99,1,1
55e4961112ecf48f62b785a19694ad5d,66.9,1,1
0edebfec2b1b8f0871e72dece89a484e,65.9,1,1
60e6fe581610db699ac03fec61f4d53f,65.0,1,1
9fd8877693ff130016da781131003785,65.0,1,1
83e75db9c4f88190e300f1a6cca95540,64.99,1,1
64386d23b350d16648e3e0dc7cc7d60d,63.99,1,1
f3cc15d4f36871d4e330ead99799f2ac,63.9,1,1
028ae0b8c77250d12323b40f2cbb38c7,61.9,1,1
18bc87094128bbfe943cf88adcf72059,60.0,1,1
e0887426e5f891db9992803bdbc505a1,59.9,1,1
aaa1c67c77562ad0d99806a54088fc9e,59.9,1,1
5d81012f5f20f3781512403410be3043,59.9,1,1
1037ee8f97dd4241edf738269f1c470d,59.9,1,1
350e8b23ce9d4b0cb07e219f1735b04a,59.9,1,1
9ccff5067614ac5510320fed6e4dda46,59.9,1,1
910a4a6cbd33eefa52d8b521bbf3661f,57.8,2,1
9193694c62bc1e1927030603e0ddc905,54.9,1,1
7f2a5d876d919c76959e14657acdf942,54.9,1,1
16a860be408af5ee2e9f8a8dad56ef17,52.9,2,1
89a70a556b3bcb25ed26720f08450bf4,49.99,1,1
ad79377cfe4283dfba93ba8c545437af,49.9,1,1
1c137fe37df712015f6488edafe8ece4,49.9,1,1
fc19fe9ac733e36ff8227c29435c2030,49.9,1,1
b6e333234b9abfc51d7e00157d29f8f7,49.8,2,1
8b72bba76cc10c0710aea06efcadeff7,49.7,1,1
a5d3bfee5b23b430b95c4ae295e1028a,49.5,5,1
6879d467c6969cf149a17b5813535837,48.9,1,1
617a7998a5246e035bbf0c6eb97bf436,48.0,1,1
fdb86bf15a984dc8b14912e4ddc78f79,47.8,2,1
f3e9410701ce24f2956a79c7475ab834,47.5,1,1
d8597267ec0a9fc0eaa100bf063b7b1d,45.89,1,1
54d757624bc4f049bcf411dbfc5b832d,45.89,1,1
48a5985f8d97849159f7675e5f05ed75,44.99,1,1
746db413bf377af701e6dabdfb3509f5,43.98,2,1
2a20697e5508f62175c47760b460bd01,42.99,1,1
ddbead72efcebad74eb7e952b034e995,42.0,2,1
2abd1358778a9cc18d04cf7211b799b9,42.0,1,1
cde316c0782f6532cda25c5158a5b6d5,41.9,1,1
35cd47c762d9677a58dbe27d5e6c5630,40.0,1,1
e028094e844981adaf6de76e17d60351,39.99,1,1
cb4241101b3bfb3ecee4b2810bf9a4c2,37.99,1,1
688711ace86b45baab9186b99028062b,36.9,1,1
07d3ac0b8a40ad4382c576f69f81fc75,36.75,1,1
bce81bd5656dc95b94c97f0a05db1250,34.9,1,1
611110d26326c28456ebe437516be00e,34.9,1,1
94e62e9baf0b7cca77bfdd81ba8746cb,33.5,1,1
da1893715fcf0fe9b44be82e8a479161,32.3,1,1
9116ad81ecdcdef227dc53265879ce1d,31.0,1,1
578ee337ed691b5a052e56db43ced56b,30.97,1,1
bc56d92fe90f91143046c14582bdb974,30.97,1,1
af1af7ad74eff1faa28eb972ec695e23,30.97,1,1
8dfb9fff0eac6a63f34ed7707068e988,30.97,1,1
581718884f188057afa54a3da0349dd6,30.97,1,1
60a5eebffa1776fc17cf943de2bc847f,30.97,1,1
a908f7551bf4ad06732bd84eff560037,30.97,1,1
e752cbd4b0fd0f52ceec3b4cf56cc34b,30.0,1,1
c29fa3544a4e3c96964055e4c1a45138,29.99,1,1
122abbabd602cf9a5af359b07a3c0a38,29.9,1,1
7a84515823bc6c15b7b0e1ba70a704ae,29.8,2,1
80f272114de4e7dfa88629b9f3bf0095,27.99,1,1
6140f784703d4b478385ac73b9e3eef1,27.9,1,1
26637eea80412340159f0d7d9bac0d77,27.6,2,1
83f7b04d3399b939076a8cc0572b4000,26.99,1,1
9ad1506972e27cf782ac75246c5ee76e,26.0,2,1
f702d3ff30b8cf5083af2bf140043067,25.0,1,1
75b1ebef8b5bd5d6a2a9c49e1beb1132,25.0,1,1
9476d63d5d33e182ed23f661fda9214b,24.9,1,1
39aa89a6522cd9e2fdc69f5165bde5f5,23.9,1,1
b48d4174294cc546a7745ef40258de49,23.9,1,1
09a3196b73375086b541e01cc3269738,23.9,1,1
b24f550daff91e457c446db85553ede0,23.9,1,1
5dfa073ad1f07633e87ad388a99a55b1,23.9,1,1
0aca54eb7e0e261cb6d9781fecaf6e9a,23.9,1,1
bf27e53164b2385d9eecc0e04a566e3a,23.9,1,1
8b55f7f0b79b0885eaea2966bb6c7155,23.9,1,1
12b3f3ecec72ac5252b5bbc137ca3c59,22.99,1,1
3f81a7afc0532976d0e0f41b20adf2b0,22.4,1,1
09afae2d61d41a7f90d30c3ce36c5f26,21.98,2,1
b8d76f06a0601ac8fe3fa52e6fe8742a,20.9,1,1
e7fde3366ddfd6dd15e59e5676f33100,20.9,1,1
d059a0ec4c911c7abb10602099670325,20.0,1,1
39382392765b6dc74812866ee5ee92a7,19.9,1,1
1f120499af090bbc76911420dd1f93ad,19.9,1,1
f78a1d6281b3b4a1542c00bd1d8b503a,19.9,1,1
c2fef0a4a3a237288e3ab4bb2df94c18,17.95,1,1
1f1ab863d273f133c7c9a9ba38f9b073,16.9,1,1
90cdf84ae810487178762867e5b09fd3,16.9,1,1
db5959ee2d1e677a255be86a6f7e9aa6,16.5,1,1
ea7086ab7cd398da72b160bd0f89b9b9,14.0,1,1
bb07648db5b0a3cd55ca6a116f011fc4,13.0,1,1
cd363e5f88337f6d8b9b7a8510dc1752,12.97,1,1
c9db46713c0120a12c6abbed0f949993,12.9,1,1
4079d39cb3fdea47201540107c1673dc,3.9,1,1
